Postcode,Population
WC1X 0,"3,337"
WC1X 8,311
WC1X 9,"4,305"
WC2B 4,652
WC2B 5,"1,255"
WC2E 7,641
WC2E 9,264
WC2H 0,778
WC2H 7,243
WC2H 8,197
WC2H 9,"1,273"
WC2N 4,279
WC2N 5,463
WC2N 6,290
WD17 1,"1,087"
WD17 2,"3,208"
WD17 3,"3,886"
WD17 4,"7,606"
WD18 0,"7,819"
WD18 6,"4,984"
WD18 7,"10,891"
WD18 8,640
WD19 4,"9,844"
WD19 5,"4,861"
WD19 6,"7,094"
WD19 7,"5,576"
WD23 1,"5,754"
WD23 2,"8,118"
WD23 3,"5,457"
WD23 4,"6,311"
WD24 4,"4,148"
WD24 5,"6,759"
WD24 6,"5,170"
WD24 7,"5,538"
WD25 0,"8,042"
WD25 7,"8,271"
WD25 8,"1,355"
WD25 9,"10,140"
WD3  1,"4,323"
WD3  3,"11,575"
WD3  4,"3,722"
WD3  5,"7,451"
WD3  6,"1,164"
WD3  7,"3,560"
WD3  8,"6,297"
WD3  9,"2,574"
WD4  8,"7,851"
WD4  9,"3,401"
WD5  0,"11,497"
WD6  1,"7,324"
WD6  2,"8,964"
WD6  3,"5,422"
WD6  4,"8,412"
WD6  5,"7,423"
WD7  7,"2,941"
WD7  8,"5,222"
WD7  9,"4,306"
WF1  1,"1,152"
WF1  2,"7,092"
WF1  3,"8,823"
WF1  4,"10,213"
WF1  5,"6,617"
WF10 1,"2,527"
WF10 2,"8,967"
WF10 3,"12,553"
WF10 4,"10,919"
WF10 5,"10,491"
WF11 0,"5,997"
WF11 8,"6,439"
WF11 9,"4,548"
WF12 0,"9,577"
WF12 7,"8,101"
WF12 8,"6,510"
WF12 9,"9,788"
WF13 1,"1,486"
WF13 2,"6,386"
WF13 3,"11,450"
WF13 4,"8,140"
WF14 0,"7,146"
WF14 8,"3,909"
WF14 9,"8,508"
WF15 6,"5,161"
WF15 7,"7,511"
WF15 8,"5,025"
WF16 0,"4,858"
WF16 9,"7,765"
WF17 0,"8,058"
WF17 5,"3,378"
WF17 6,"7,082"
WF17 7,"13,043"
WF17 8,"6,354"
WF17 9,"5,804"
WF2  0,"11,326"
WF2  6,"8,118"
WF2  7,"8,093"
WF2  8,"13,722"
WF2  9,"9,764"
WF3  1,"11,377"
WF3  2,"5,161"
WF3  3,"8,734"
WF3  4,"7,322"
WF4  1,"8,746"
WF4  2,"6,497"
WF4  3,"9,232"
WF4  4,"8,916"
WF4  5,"5,122"
WF4  6,"4,795"
WF5  0,"8,703"
WF5  8,"6,062"
WF5  9,"6,466"
WF6  1,"11,465"
WF6  2,"9,852"
WF7  5,"6,880"
WF7  6,"6,403"
WF7  7,"6,902"
WF8  1,"4,512"
WF8  2,"14,548"
WF8  3,"5,944"
WF8  4,"7,372"
WF9  1,"6,813"
WF9  2,"10,366"
WF9  3,"8,533"
WF9  4,"8,985"
WF9  5,"4,548"
WN1  1,436
WN1  2,"9,764"
WN1  3,"9,839"
WN2  1,"8,437"
WN2  2,"8,153"
WN2  3,"9,336"
WN2  4,"15,466"
WN2  5,"11,380"
WN3  4,"5,558"
WN3  5,"11,699"
WN3  6,"12,669"
WN4  0,"9,828"
WN4  8,"8,906"
WN4  9,"10,028"
WN5  0,"8,414"
WN5  7,"11,164"
WN5  8,"11,161"
WN5  9,"13,042"
WN6  0,"13,250"
WN6  7,"9,501"
WN6  8,"11,968"
WN6  9,"5,133"
WN7  1,"9,084"
WN7  2,"10,026"
WN7  3,"10,142"
WN7  4,"7,214"
WN7  5,"10,916"
WN8  0,"6,195"
WN8  6,"16,697"
WN8  7,"4,287"
WN8  8,"10,296"
WN8  9,"8,494"
WR1  1,"3,814"
WR1  2,"1,720"
WR1  3,"3,421"
WR10 1,"6,873"
WR10 2,"6,009"
WR10 3,"4,844"
WR11 1,"6,851"
WR11 2,"6,752"
WR11 3,"4,079"
WR11 4,"7,947"
WR11 7,"8,478"
WR11 8,"7,507"
WR12 7,"5,436"
WR13 5,"3,508"
WR13 6,"4,687"
WR14 1,"11,656"
WR14 2,"10,989"
WR14 3,"6,198"
WR14 4,"5,364"
WR15 8,"7,098"
WR2  4,"9,780"
WR2  5,"11,664"
WR2  6,"8,455"
WR3  7,"11,148"
WR3  8,"9,324"
WR4  0,"10,551"
WR4  9,"15,485"
WR5  1,"10,223"
WR5  2,"8,397"
WR5  3,"12,534"
WR6  5,"5,057"
WR6  6,"7,034"
WR7  4,"4,984"
WR8  0,"5,707"
WR8  9,"2,812"
WR9  0,"5,528"
WR9  7,"9,794"
WR9  8,"11,313"
WR9  9,"4,393"
WS1  1,413
WS1  2,"7,859"
WS1  3,"8,977"
WS1  4,"10,022"
WS10 0,"14,197"
WS10 7,"5,930"
WS10 8,"12,757"
WS10 9,"13,827"
WS11 0,"4,269"
WS11 1,"8,801"
WS11 4,"4,475"
WS11 5,"7,462"
WS11 6,"3,927"
WS11 7,"4,502"
WS11 8,"1,678"
WS11 9,"7,479"
WS12 0,"3,360"
WS12 1,"4,882"
WS12 2,"6,544"
WS12 3,"5,043"
WS12 4,"15,579"
WS13 6,"8,824"
WS13 7,"10,948"
WS13 8,"6,856"
WS14 0,"4,466"
WS14 9,"12,639"
WS15 1,"10,108"
WS15 2,"14,776"
WS15 3,"4,121"
WS15 4,"7,547"
WS2  0,"8,580"
WS2  7,"8,062"
WS2  8,"10,737"
WS2  9,"11,375"
WS3  1,"12,472"
WS3  2,"13,129"
WS3  3,"13,625"
WS3  4,"8,847"
WS3  5,"2,024"
WS4  1,"12,266"
WS4  2,"4,539"
WS5  3,"9,765"
WS5  4,"11,702"
WS6  6,"9,466"
WS6  7,"8,717"
WS7  0,"3,850"
WS7  1,"5,182"
WS7  2,"5,490"
WS7  3,"1,507"
WS7  4,"7,524"
WS7  9,"6,314"
WS8  6,"6,075"
WS8  7,"9,511"
WS9  0,"9,388"
WS9  8,"8,659"
WS9  9,"8,613"
WV1  1,"2,472"
WV1  2,"9,646"
WV1  3,712
WV1  4,"3,709"
WV10 0,"11,309"
WV10 6,"11,675"
WV10 7,"7,013"
WV10 8,"11,952"
WV10 9,"14,445"
WV11 1,"11,937"
WV11 2,"10,838"
WV11 3,"11,796"
WV12 4,"10,413"
WV12 5,"15,236"
WV13 1,"5,808"
WV13 2,"7,124"
WV13 3,"7,706"
WV14 0,"5,950"
WV14 6,"8,637"
WV14 7,"4,361"
WV14 8,"14,386"
WV14 9,"13,835"
WV15 5,"3,753"
WV15 6,"4,186"
WV16 4,"7,112"
WV16 5,"3,360"
WV16 6,"6,818"
WV2  1,"3,155"
WV2  2,"5,077"
WV2  3,"4,166"
WV2  4,"2,322"
WV3  0,"7,321"
WV3  7,"6,814"
WV3  8,"6,739"
WV3  9,"8,097"
WV4  4,"13,379"
WV4  5,"11,377"
WV4  6,"10,366"
WV5  0,"5,714"
WV5  7,"2,770"
WV5  8,"4,103"
WV5  9,"3,296"
WV6  0,"13,383"
WV6  7,"13,382"
WV6  8,"10,779"
WV6  9,"7,451"
WV7  3,"7,166"
WV8  1,"11,192"
WV8  2,"4,388"
WV9  5,"7,231"
YO1  6,"1,977"
YO1  7,731
YO1  9,"1,806"
YO10 3,"12,864"
YO10 4,"9,027"
YO10 5,"8,602"
YO11 1,"3,970"
YO11 2,"7,468"
YO11 3,"11,461"
YO12 4,"9,023"
YO12 5,"9,707"
YO12 6,"10,678"
YO12 7,"11,436"
YO13 0,"5,166"
YO13 9,"4,945"
YO14 0,"5,499"
YO14 9,"5,757"
YO15 1,"3,416"
YO15 2,"4,695"
YO15 3,"5,628"
YO16 4,"9,530"
YO16 6,"7,536"
YO16 7,"8,409"
YO17 6,"2,783"
YO17 7,"4,888"
YO17 8,"5,763"
YO17 9,"7,780"
YO18 7,"5,451"
YO18 8,"5,309"
YO19 4,"1,464"
YO19 5,"4,410"
YO19 6,"7,040"
YO21 1,"5,938"
YO21 2,"3,079"
YO21 3,"5,115"
YO22 4,"5,852"
YO22 5,"2,876"
YO23 1,"8,253"
YO23 2,"3,906"
YO23 3,"6,069"
YO23 7,"1,096"
YO24 1,"5,533"
YO24 2,"7,515"
YO24 3,"8,686"
YO24 4,"7,922"
YO25 3,"2,436"
YO25 4,"4,730"
YO25 5,"7,013"
YO25 6,"6,067"
YO25 8,"5,950"
YO25 9,"7,114"
YO26 4,"6,090"
YO26 5,"11,758"
YO26 6,"5,445"
YO26 7,"2,092"
YO26 8,"2,938"
YO26 9,"1,879"
YO30 1,"2,421"
YO30 2,"1,800"
YO30 4,"2,846"
YO30 5,"7,543"
YO30 6,"9,602"
YO30 7,"2,399"
YO31 0,"6,592"
YO31 1,"4,632"
YO31 7,"5,294"
YO31 8,"7,104"
YO31 9,"6,617"
YO32 2,"5,195"
YO32 3,"6,843"
YO32 4,"2,737"
YO32 5,"6,047"
YO32 9,"7,448"
YO41 1,"6,011"
YO41 4,"2,148"
YO41 5,"2,678"
YO42 1,"2,093"
YO42 2,"8,337"
YO42 4,"4,129"
YO43 3,"7,358"
YO43 4,"4,930"
YO51 9,"5,533"
YO60 6,"1,636"
YO60 7,"3,105"
YO61 1,"5,216"
YO61 2,"1,222"
YO61 3,"5,295"
YO61 4,"2,271"
YO62 4,"2,952"
YO62 5,"2,803"
YO62 6,"4,444"
YO62 7,"1,861"
YO7  1,"9,247"
YO7  2,"2,679"
YO7  3,"4,591"
YO7  4,"3,480"
YO8  3,"4,439"
YO8  4,"6,998"
YO8  5,"6,557"
YO8  6,"5,096"
YO8  8,"8,413"
YO8  9,"12,226"
CF10 1,802
CF10 2,"1,727"
CF10 3,"1,962"
CF10 4,"4,064"
CF10 5,"6,061"
CF11 0,"2,253"
CF11 6,"12,248"
CF11 7,"9,896"
CF11 8,"3,904"
CF11 9,"7,757"
CF14 0,"5,349"
CF14 1,"10,205"
CF14 2,"10,875"
CF14 3,"11,994"
CF14 4,"9,253"
CF14 5,"9,547"
CF14 6,"9,007"
CF14 7,"4,627"
CF14 9,"6,999"
CF15 7,"5,543"
CF15 8,"6,417"
CF15 9,"5,863"
CF23 5,"10,199"
CF23 6,"10,743"
CF23 7,"8,038"
CF23 8,"7,353"
CF23 9,"10,694"
CF24 0,"5,420"
CF24 1,"5,618"
CF24 2,"12,926"
CF24 3,"11,490"
CF24 4,"20,071"
CF24 5,335
CF3  0,"12,208"
CF3  1,"4,686"
CF3  2,"3,330"
CF3  3,"6,885"
CF3  4,"5,839"
CF3  5,"7,939"
CF3  6,"1,336"
CF31 1,"9,200"
CF31 2,"11,749"
CF31 3,"4,298"
CF31 4,"13,438"
CF31 5,"6,198"
CF32 0,"4,946"
CF32 7,"6,195"
CF32 8,"7,784"
CF32 9,"10,980"
CF33 4,"7,059"
CF33 6,"7,405"
CF34 0,"10,932"
CF34 9,"9,680"
CF35 5,"5,609"
CF35 6,"10,543"
CF36 3,"9,009"
CF36 5,"6,996"
CF37 1,"10,318"
CF37 2,"5,515"
CF37 3,"7,523"
CF37 4,"6,874"
CF37 5,"8,093"
CF38 1,"9,923"
CF38 2,"13,354"
CF39 0,"5,521"
CF39 8,"15,268"
CF39 9,"8,137"
CF40 1,"9,475"
CF40 2,"11,113"
CF41 7,"10,755"
CF42 5,"6,047"
CF42 6,"7,374"
CF43 3,"4,546"
CF43 4,"7,338"
CF44 0,"7,817"
CF44 6,"9,865"
CF44 7,"3,662"
CF44 8,"9,043"
CF44 9,"8,824"
CF45 3,"10,254"
CF45 4,"9,299"
CF46 5,"6,356"
CF46 6,"7,924"
CF47 0,"7,551"
CF47 8,"3,215"
CF47 9,"11,120"
CF48 1,"8,997"
CF48 2,"6,207"
CF48 3,"4,270"
CF48 4,"7,809"
CF5  1,"11,402"
CF5  2,"9,826"
CF5  3,"12,152"
CF5  4,"16,368"
CF5  5,"11,368"
CF5  6,"4,908"
CF61 1,"4,798"
CF61 2,"5,185"
CF62 3,"6,907"
CF62 4,"5,133"
CF62 5,"2,658"
CF62 6,"5,802"
CF62 7,"7,271"
CF62 8,"7,265"
CF62 9,"6,410"
CF63 1,"9,265"
CF63 2,"5,437"
CF63 3,"1,404"
CF63 4,"5,818"
CF64 1,"5,355"
CF64 2,"8,190"
CF64 3,"8,460"
CF64 4,"7,799"
CF64 5,"6,770"
CF71 7,"9,049"
CF72 8,"10,908"
CF72 9,"14,649"
CF81 8,"8,258"
CF81 9,"8,173"
CF82 6,835
CF82 7,"13,377"
CF82 8,"6,021"
CF83 1,"12,523"
CF83 2,"12,869"
CF83 3,"12,293"
CF83 4,"6,799"
CF83 8,"10,758"
LD1  5,"5,517"
LD1  6,"5,824"
LD2  3,"5,688"
LD3  0,"4,255"
LD3  7,"5,283"
LD3  8,"4,502"
LD3  9,"5,201"
LD4  4,769
LD5  4,"1,106"
LD6  5,"2,681"
LD7  1,"4,812"
LD8  2,"4,154"
LL11 1,699
LL11 2,"7,581"
LL11 3,"7,063"
LL11 4,"9,276"
LL11 5,"6,878"
LL11 6,"6,840"
LL12 0,"8,045"
LL12 7,"7,428"
LL12 8,"7,707"
LL12 9,"5,146"
LL13 0,"7,979"
LL13 7,"7,956"
LL13 8,"8,042"
LL13 9,"10,888"
LL14 1,"4,722"
LL14 2,"8,361"
LL14 3,"7,051"
LL14 4,"4,135"
LL14 5,"5,031"
LL14 6,"4,124"
LL15 1,"7,312"
LL15 2,"3,520"
LL16 3,"6,694"
LL16 4,"4,815"
LL16 5,"4,339"
LL17 0,"5,276"
LL18 1,"3,942"
LL18 2,"8,472"
LL18 3,"4,661"
LL18 4,"10,628"
LL18 5,"9,760"
LL18 6,"3,089"
LL19 7,"7,107"
LL19 8,"7,757"
LL19 9,"5,060"
LL20 7,"4,741"
LL20 8,"3,576"
LL21 0,"2,300"
LL21 9,"3,766"
LL22 7,"8,104"
LL22 8,"5,448"
LL22 9,"4,148"
LL23 7,"4,362"
LL24 0,"1,939"
LL25 0,474
LL26 0,"4,577"
LL27 0,783
LL28 4,"8,157"
LL28 5,"6,000"
LL29 6,"1,943"
LL29 7,"4,397"
LL29 8,"6,315"
LL29 9,"7,672"
LL30 1,"9,621"
LL30 2,"7,386"
LL30 3,"4,879"
LL31 9,"9,473"
LL32 8,"6,518"
LL33 0,"3,877"
LL34 6,"4,353"
LL35 0,878
LL36 0,"1,501"
LL36 9,"3,174"
LL37 2,526
LL38 2,721
LL39 1,310
LL40 1,"2,141"
LL40 2,"1,991"
LL41 3,"3,004"
LL41 4,"3,475"
LL42 1,"2,522"
LL43 2,467
LL44 2,"1,073"
LL45 2,645
LL46 2,"1,900"
LL47 6,550
LL48 6,"2,587"
LL49 9,"4,651"
LL51 9,630
LL52 0,"2,652"
LL53 5,"4,618"
LL53 6,"5,578"
LL53 7,"3,475"
LL53 8,"3,552"
LL54 5,"3,267"
LL54 6,"4,135"
LL54 7,"3,840"
LL55 1,"5,170"
LL55 2,"6,804"
LL55 3,"3,137"
LL55 4,"6,582"
LL56 4,"2,284"
LL57 1,"6,111"
LL57 2,"9,872"
LL57 3,"5,624"
LL57 4,"6,076"
LL58 8,"3,858"
LL59 5,"5,630"
LL60 6,"3,149"
LL61 5,"3,107"
LL61 6,"2,944"
LL62 5,"1,704"
LL63 5,"1,370"
LL64 5,"1,008"
LL65 1,"5,358"
LL65 2,"8,301"
LL65 3,"6,525"
LL65 4,"3,490"
LL67 0,"1,357"
LL68 0,"1,293"
LL68 9,"5,092"
LL69 9,595
LL70 9,354
LL71 7,227
LL71 8,"1,499"
LL72 8,710
LL73 8,254
LL74 8,"2,236"
LL75 8,"1,491"
LL76 8,324
LL77 7,"7,366"
LL78 8,509
NP10 0,"1,497"
NP10 8,"12,113"
NP10 9,"9,591"
NP11 3,"4,938"
NP11 4,"5,779"
NP11 5,"6,609"
NP11 6,"11,371"
NP11 7,"9,099"
NP12 0,"8,020"
NP12 1,"8,496"
NP12 2,"8,849"
NP12 3,"8,159"
NP13 1,"8,778"
NP13 2,"6,241"
NP13 3,"4,808"
NP15 1,"5,410"
NP15 2,"2,456"
NP16 5,"11,395"
NP16 6,"6,907"
NP16 7,"5,653"
NP18 1,"4,796"
NP18 2,"6,318"
NP18 3,"6,163"
NP19 0,"10,862"
NP19 4,"4,917"
NP19 7,"12,838"
NP19 8,"9,322"
NP19 9,"13,684"
NP20 1,692
NP20 2,"7,516"
NP20 3,"10,983"
NP20 4,"6,510"
NP20 5,"9,485"
NP20 6,"7,997"
NP20 7,"7,606"
NP22 3,"7,673"
NP22 4,"7,430"
NP22 5,"6,921"
NP23 4,"10,165"
NP23 5,"10,748"
NP23 6,"8,419"
NP23 7,"2,739"
NP23 8,"1,434"
NP24 6,"4,966"
NP25 3,"5,329"
NP25 4,"3,486"
NP25 5,"6,349"
NP26 3,"9,305"
NP26 4,"7,669"
NP26 5,"5,547"
NP4  0,"7,833"
NP4  5,"9,299"
NP4  6,"7,191"
NP4  7,"6,882"
NP4  8,"8,277"
NP4  9,"6,055"
NP44 1,"8,280"
NP44 2,"5,440"
NP44 3,"7,181"
NP44 4,"6,680"
NP44 5,"5,788"
NP44 6,"5,172"
NP44 7,"5,273"
NP44 8,"3,361"
NP7  0,"3,899"
NP7  5,"4,705"
NP7  6,"5,831"
NP7  7,"3,030"
NP7  8,"3,164"
NP7  9,"5,442"
NP8  1,"5,547"
SA1  1,"3,290"
SA1  2,"5,442"
SA1  3,"3,863"
SA1  4,"4,626"
SA1  5,446
SA1  6,"15,499"
SA1  7,"6,425"
SA1  8,"7,490"
SA10 6,"9,267"
SA10 7,"10,133"
SA10 8,"6,573"
SA10 9,"3,854"
SA11 1,"6,143"
SA11 2,"10,046"
SA11 3,"11,479"
SA11 4,"3,135"
SA11 5,"5,785"
SA12 6,"10,613"
SA12 7,"8,459"
SA12 8,"6,819"
SA12 9,"6,767"
SA13 1,"5,893"
SA13 2,"8,487"
SA13 3,"5,283"
SA14 6,"6,834"
SA14 7,"6,239"
SA14 8,"12,891"
SA14 9,"7,999"
SA15 1,"9,615"
SA15 2,"8,384"
SA15 3,"6,993"
SA15 4,"5,367"
SA15 5,"6,377"
SA16 0,"8,547"
SA17 4,"6,168"
SA17 5,"3,239"
SA18 1,"9,580"
SA18 2,"9,000"
SA18 3,"11,107"
SA19 6,"2,971"
SA19 7,"2,686"
SA19 8,"2,206"
SA19 9,"1,531"
SA2  0,"13,646"
SA2  7,"11,699"
SA2  8,"6,194"
SA2  9,"6,847"
SA20 0,"3,574"
SA3  1,"3,159"
SA3  2,"2,800"
SA3  3,"3,676"
SA3  4,"7,451"
SA3  5,"9,149"
SA31 1,"5,748"
SA31 2,"3,883"
SA31 3,"7,292"
SA32 7,"4,066"
SA32 8,"3,692"
SA33 4,"5,366"
SA33 5,"2,920"
SA33 6,"4,060"
SA34 0,"5,398"
SA35 0,715
SA36 0,395
SA37 0,"1,287"
SA38 9,"4,761"
SA39 9,"2,321"
SA4  0,"3,089"
SA4  3,"10,430"
SA4  4,"11,061"
SA4  6,"7,363"
SA4  8,"6,701"
SA4  9,"5,712"
SA40 9,"3,580"
SA41 3,"1,882"
SA42 0,"2,306"
SA43 1,"4,705"
SA43 2,"5,213"
SA43 3,"2,617"
SA44 4,"3,862"
SA44 5,"4,959"
SA44 6,"2,669"
SA45 9,"1,730"
SA46 0,"2,732"
SA47 0,"1,250"
SA48 7,"4,556"
SA48 8,"4,395"
SA5  4,"5,523"
SA5  5,"8,074"
SA5  7,"6,142"
SA5  8,"8,446"
SA5  9,"8,275"
SA6  5,"8,925"
SA6  6,"13,362"
SA6  7,"7,331"
SA6  8,"4,564"
SA61 1,"8,041"
SA61 2,"6,221"
SA62 3,"5,169"
SA62 4,"4,481"
SA62 5,"5,626"
SA62 6,"6,056"
SA63 4,"1,112"
SA64 0,"2,462"
SA65 9,"4,379"
SA66 7,"3,021"
SA67 7,"2,316"
SA67 8,"4,614"
SA68 0,"4,305"
SA69 9,"3,534"
SA7  0,"2,046"
SA7  9,"13,072"
SA70 7,"3,225"
SA70 8,"6,506"
SA71 4,"5,636"
SA71 5,"4,636"
SA72 4,828
SA72 6,"9,753"
SA73 1,"8,276"
SA73 2,"6,832"
SA73 3,"5,246"
SA8  3,"4,769"
SA8  4,"7,787"
SA9  1,"7,898"
SA9  2,"7,281"
